Category,Round
THE CONGO RIVER,Double Jeopardy!
15th CENTURY MEN,Final Jeopardy!
NEW WORDS & PHRASES,Jeopardy!
COLLEGES' HOME FOOTBALL STADIUMS,Jeopardy!
A FINE CATEGORY,Jeopardy!
THE ENTERTAINER,Jeopardy!
HARVARD MUSEUM OF NATURAL HISTORY,Jeopardy!
NUDE WORDS & PHRASES,Double Jeopardy!
HOW I MET YOUR MOTHER,Double Jeopardy!
CLASSICAL ROCK,Double Jeopardy!
CHEF IRON,Double Jeopardy!
GEOGRAPHIC MEANINGS,Double Jeopardy!
PSYCHOLOGY TERMS,Final Jeopardy!
ANIMAL LORE,Jeopardy!
CITY FOLKS,Jeopardy!
"BACH, BEETHOVEN OR BRAHMS",Jeopardy!
LETHAL WEAPONS,Jeopardy!
JULIUS,Jeopardy!
QUEENS OF ENGLAND,Double Jeopardy!
BUILDING WOOD,Double Jeopardy!
"FULL ""MOON""",Double Jeopardy!
WHERE WOLF?,Double Jeopardy!
TV PERSONALITIES,Final Jeopardy!
PRESIDENTS BY FIRST NAME,Jeopardy!
CELEBS WE'D LIKE TO SEE ON REALITY SHOWS,Jeopardy!
THEY HELD UP,Jeopardy!
ATTILA THE HUNGRY,Jeopardy!
WHO PAINTED WHOM?,Jeopardy!
SYNONYMS ON THE INSIDE,Jeopardy!
BUSINESS & FINANCE ABBREV.,Double Jeopardy!
SONGS FROM MUSICALS,Double Jeopardy!
THE STYLE OF ELEMENTS,Double Jeopardy!
"THAT'S ""RIGHT""!",Double Jeopardy!
WE GOTTA GO,Double Jeopardy!
SPORTS MOVIES,Final Jeopardy!
1950,Double Jeopardy!
U.S. MONEY,Double Jeopardy!
CALENDARS,Double Jeopardy!
CONGRESS,Final Jeopardy!
FILM STARS,Jeopardy!
OF NO IMPORTANCE,Jeopardy!
GOLF TALK,Jeopardy!
GULF TALK,Double Jeopardy!
KINGS & THEIR CASTLES,Jeopardy!
WEIRD & WONDERFUL GUINNESS RECORDS,Jeopardy!
LUCKY SEVEN,Jeopardy!
"""HAT"" CHECK",Jeopardy!
NEW YORK GOVERNORS,Double Jeopardy!
GRADUATE SCHOOL,Double Jeopardy!
CONTINENTS BY VOLCANO,Double Jeopardy!
FAMOUS MEN,Double Jeopardy!
3-LETTER PALINDROMES,Double Jeopardy!
FILMS OF THE '70s,Final Jeopardy!
OPRAH'S AHA! MOMENTS,Jeopardy!
NEW ABBREV.,Jeopardy!
NOVEL HAIKU,Jeopardy!
BUSINESS BIGGIES,Jeopardy!
NUMBERS IN LATIN,Jeopardy!
THE GOOD HUMOR MAN,Double Jeopardy!
ISLAND HOPPING,Double Jeopardy!
"SEX, DRUGS & ACCOUNTING",Double Jeopardy!
BORN & DIED: SCIENCE EDITION,Double Jeopardy!
ALLITERATIVE ATHLETES,Final Jeopardy!
FASHION FORWARD,Jeopardy!
"YES SIR, THAT'S MY SCIENTIST",Jeopardy!
NEW MEXICO,Jeopardy!
"""POMP"" IT UP!",Jeopardy!
FASHION BACKWARD,Double Jeopardy!
ELECTION NIGHT PARTIES,Double Jeopardy!
ON LOCATION,Double Jeopardy!
CONSECUTIVE NUMBERS,Double Jeopardy!
THE SWINGIN' '70s,Jeopardy!
ARCHIE-OLOGY,Jeopardy!
BLAST OFF!,Jeopardy!
ALLITERATIVE PEOPLE,Jeopardy!
____THE____,Jeopardy!
BRITISH POETS LAUREATE,Double Jeopardy!
MUSICAL INSPIRATIONS,Double Jeopardy!
FAMILIAL QUOTATIONS,Double Jeopardy!
TO THE REPUBLIC,Double Jeopardy!
FOR RICHARD,Double Jeopardy!
SPANS,Double Jeopardy!
BIBLE MOVIES,Jeopardy!
SCANDALOUS STORY HEADLINES,Jeopardy!
"""MINI"" BAR",Jeopardy!
THE ROMANTICS,Double Jeopardy!
PLANTS & FLOWERS,Double Jeopardy!
"COMPUTER ""I""s",Double Jeopardy!
IT BORDERS BOTH,Double Jeopardy!
ET AL,Double Jeopardy!
AMAZIN' FACTS,Jeopardy!
BIG SCREEN TITLE PAIRS,Jeopardy!
CLASSIC KIDDY LIT,Jeopardy!
NOW HEAR THIS!,Jeopardy!
"WHAT UP, ""G""?",Jeopardy!
AMAZON FACTS,Double Jeopardy!
A GERSHWIN TUNE,Double Jeopardy!
LEGAL BEFORE & AFTER,Double Jeopardy!
BUTTERFLIES,Double Jeopardy!
"JAMAICA, JORDAN OR JAPAN",Jeopardy!
SPORTS HALLS OF FAME,Jeopardy!
AMERICA'S GOT TALENT,Jeopardy!
"""P""ICK THIS CATEGORY!",Jeopardy!
IN-FLIGHT MOVIES,Double Jeopardy!
HEAVY EQUIPMENT,Double Jeopardy!
HYBRIDS,Double Jeopardy!
THE LONDON STAGE,Double Jeopardy!
ELEMENTARY SPELLING,Double Jeopardy!
PEOPLES OF THE WORLD,Final Jeopardy!
WILL FERRELL ROLES,Jeopardy!
THE ESCAPED DENTAL PATIENT,Jeopardy!
HOME FOR THE HOLIDAYS,Jeopardy!
GET YOUR FACTS STRAIGHT,Jeopardy!
GIVE ME SOME SPACE!,Double Jeopardy!
I LEARNED IT ONLINE,Double Jeopardy!
OPERAS BY CONTINENT,Double Jeopardy!
THE GRAMMYS,Final Jeopardy!
MARCHING BAND,Jeopardy!
BIRDS & BEES,Jeopardy!
MOM ROLES,Jeopardy!
FOREIGN LITERATURE,Double Jeopardy!
TV NEWS,Double Jeopardy!
NATIONAL GEOGRAPHIC MAPS,Jeopardy!
PRIME TIME SPIN-OFFS,Jeopardy!
QUOTABLE NOTABLES,Jeopardy!
_____ AND _____ MOVIES,Double Jeopardy!
ROMAN ART,Double Jeopardy!
BRITISH LIT,Jeopardy!
THE L.A. COLISEUM,Jeopardy!
WHAT'S THE ALTERNATIVE?,Jeopardy!
FORBES' FICTIONAL BILLIONAIRES,Jeopardy!
MAP HAPPY,Jeopardy!
"""FIELD"" OF DREAMS",Jeopardy!
LATINO STARS,Double Jeopardy!
"FAIRBURY, NEBRASKA",Double Jeopardy!
2-DRINK MINIMUM,Double Jeopardy!
B MINUS,Double Jeopardy!
BIBLICAL JOURNEYS,Final Jeopardy!
OSCAR-WINNING SONGS,Jeopardy!
HAVE SOME WINE,Jeopardy!
LEFT TO YOUR OWN DEVICES,Jeopardy!
"""T.W.""",Jeopardy!
FILMS OF THE '40s,Double Jeopardy!
ASIAN PERSUASION,Double Jeopardy!
"""OO"" WHO?",Double Jeopardy!
LITERARY SEQUELS,Double Jeopardy!
1950s FICTION,Final Jeopardy!
"FRANCE, FRANCE REVOLUTION",Jeopardy!
"""V"" SHALL SEE",Jeopardy!
DO YOU KNOW THE WAY TO SAN JOSE?,Jeopardy!
SAY UNCLE,Jeopardy!
STATE QUARTERS,Jeopardy!
NICK NAMES,Jeopardy!
NO.1 WITH A BULLET,Double Jeopardy!
"ART ""T""",Double Jeopardy!
LANGUAGE OF ORIGIN,Double Jeopardy!
SEASONAL QUOTES,Double Jeopardy!
NICKNAMES,Double Jeopardy!
WORLDWIDE MEDIA,Final Jeopardy!
NUTS,Jeopardy!
NEW TESTAMENT,Double Jeopardy!
MONEY MATTERS,Double Jeopardy!
U.S PRESIDENTS,Final Jeopardy!
AFRICA'S OFFICIAL LANGUAGES,Jeopardy!
WORDS IN CONTESTANT,Jeopardy!
CORPORATE,Jeopardy!
RATS,Jeopardy!
SPORTS STUFF,Double Jeopardy!
AROUND EUROPE,Double Jeopardy!
MINDBENDING MISCELLANY,Double Jeopardy!
COUNTRIES WITHOUT THEIR VOWELS,Double Jeopardy!
PRESIDENTIAL BIRTHPLACES,Final Jeopardy!
ROSEBUD,Jeopardy!
"PLAY IT, SAM",Jeopardy!
WE'RE NOT IN KANSAS ANYMORE,Jeopardy!
IS IT SAFE?,Jeopardy!
"GO AHEAD, MAKE MY ""DAY""",Jeopardy!
I DRINK YOUR MILKSHAKE,Jeopardy!
MAY THE FORCE BE WITH YOU,Double Jeopardy!
FAILURE TO COMMUNICATE,Double Jeopardy!
I'M WALKIN' HERE!,Double Jeopardy!
FOLLOW THE MONEY,Double Jeopardy!
SAY HELLO TO MY LITTLE FRIEND,Double Jeopardy!
"HASTA LA VISTA, BABY",Double Jeopardy!
AFI's TOP 100 MOVIE QUOTES,Final Jeopardy!
TV BARS & RESTAURANTS,Jeopardy!
FAMOUS MARGARETS,Double Jeopardy!
THE MISSISSIPPI,Double Jeopardy!
HITTING THE LINKS,Jeopardy!
FOREST,Jeopardy!
NATIONALITIES,Jeopardy!
SEE 'EM & WEEP,Jeopardy!
MILITARY MEN,Double Jeopardy!
THIS'LL KILL YA!,Double Jeopardy!
"ON THE ""M""AP",Double Jeopardy!
SITCOM CITIES,Double Jeopardy!
YOUR INITIAL RESPONSE IS CORRECT,Double Jeopardy!
COMMON BONDS,Final Jeopardy!
MONARCHS,Jeopardy!
BOBs & ROBERTs,Jeopardy!
AUSTRALIAN LITERATURE,Double Jeopardy!
EUROPEAN RIVERS,Double Jeopardy!
MYTHOLOGICAL RELATIVES,Double Jeopardy!
WHAT CITY ARE WE IN?,Jeopardy!
"JELL-O, EVERYONE",Jeopardy!
CURRENT AFFAIRS,Jeopardy!
TV ACTORS,Jeopardy!
TOYS IN THE ATTIC,Jeopardy!
EXCLAMATION POINTS,Double Jeopardy!
PERIODS,Double Jeopardy!
DASHES,Double Jeopardy!
SINGLE QUOTES,Double Jeopardy!
QUESTION: MARKS,Double Jeopardy!
THE COLON,Double Jeopardy!
SPORTS QUOTES,Jeopardy!
"FERROUS, BUELLER",Jeopardy!
PLEAS & CARATS,Double Jeopardy!
I LOVE A MYSTERY,Double Jeopardy!
"HERE'S 2 ""U""",Double Jeopardy!
MR. ROBINSON,Double Jeopardy!
MONARCHIES,Final Jeopardy!
GETTING DOWN TO BUSINESS,Jeopardy!
THE APOLLO THEATER,Jeopardy!
PARTY HOPPING,Jeopardy!
"HAPPY TO BE A ""BUM""",Jeopardy!
BEST ACTRESS OSCAR WINNERS,Double Jeopardy!
LLOYDERING,Double Jeopardy!
BELOVED BOLIVIA,Double Jeopardy!
PICK A NUMBER FROM 1-10,Double Jeopardy!
"OH, THE HUGE MANATEES!",Double Jeopardy!
U.S. LAKES,Jeopardy!
CHAIN OF COMMAND,Jeopardy!
PATRIOTS,Jeopardy!
PUNK,Double Jeopardy!
VICTORY IS OURS,Double Jeopardy!
THIS IS GONNA BE TOUGH,Double Jeopardy!
BIBLE BOOKS BY FAMOUS PHRASE,Double Jeopardy!
WISH I'D SAID THAT,Double Jeopardy!
COUNTRY NICKNAMES,Jeopardy!
HOLLYWOOD UGLY,Jeopardy!
2010 20th ANNIVERSARIES,Jeopardy!
"THAT'S GREAT, PETER THE GREAT!",Jeopardy!
RHYMIN' FRED,Jeopardy!
A MURDER INVESTIGATION,Jeopardy!
SHAKESPEAREAN PORTMANTEAU,Double Jeopardy!
CELEBRITY MATCHES,Double Jeopardy!
MEMORABLE CONCERTS,Double Jeopardy!
GUILDING,Double Jeopardy!
THE LILY,Double Jeopardy!
YOU'RE SUCH AN ANIMAL,Jeopardy!
HIT ME WITH THE HITS,Jeopardy!
"HISTORIC HOPEWELL, VIRGINIA",Jeopardy!
B____G,Jeopardy!
WHO ARE YOU TALKING TO?,Double Jeopardy!
JOE COLLEGE,Double Jeopardy!
BY THE SEA,Double Jeopardy!
FICTIONAL PLACES,Final Jeopardy!
FUN FOOD,Jeopardy!
THE BODY CANINE,Jeopardy!
WOMEN IN GREEK MYTHOLOGY,Double Jeopardy!
THE CONGRESSIONAL MEDAL OF HONOR,Double Jeopardy!
"""WORLD"" CINEMA",Double Jeopardy!
CHILDREN'S THEATRE,Final Jeopardy!
POP STARS A.K.A.,Jeopardy!
AWARENESS MONTHS,Jeopardy!
AUNTIQUITY,Jeopardy!
BEANS,Jeopardy!
"""OLD"" RHYMES",Jeopardy!
U.S. MEMORIALS,Double Jeopardy!
SPORTS PEOPLE WHO ARE PLACES,Double Jeopardy!
CROSS-EXAMINING THE WITS,Double Jeopardy!
DOUBLE-VOWEL WORDS,Double Jeopardy!
LAWRENCE,Double Jeopardy!
OF ARABIA,Double Jeopardy!
HISTORIC NEBRASKA,Jeopardy!
HATS ON!,Jeopardy!
YELLOW MUSIC,Jeopardy!
THEY'RE IN CHARGE,Jeopardy!
ON THE ROCKS,Jeopardy!
JOHNNY GILBERT DOES SHAKESPEARE!,Double Jeopardy!
THE HUMAN BODY,Final Jeopardy!
PLAY THIS,Jeopardy!
COOKING CLASS,Jeopardy!
ADVENTUROUS TOURISM,Jeopardy!
LITERARY CLASSICS,Double Jeopardy!
SPORTS ZONE,Double Jeopardy!
CLASS FIELD TRIP,Double Jeopardy!
"STARTS WITH ""J""",Double Jeopardy!
THE SPACE SHUTTLE,Final Jeopardy!
MERLIN'S INBOX,Jeopardy!
MOVIE TITLE NAMES,Jeopardy!
ON THE BEACH IN RIO,Jeopardy!
BRUSH UP YOUR SHAKESPEARE,Jeopardy!
NIXON'S CABINET,Double Jeopardy!
CLASSIC TOYS,Double Jeopardy!
THE HEISMAN TROPHY,Final Jeopardy!
THE WORLD AT WAR,Jeopardy!
FRUIT OF THE KLUM,Jeopardy!
ALSO A CANTERBURY TALES PILGRIM,Jeopardy!
"OH, WHAT A TANGLED WEBSITE WE WEAVE",Jeopardy!
HOBO A GO GO,Jeopardy!
"RIDING THE ""RAIL""S",Jeopardy!
SONG & MOVIE TITLES,Double Jeopardy!
OLD CITIES,Double Jeopardy!
PHOTO-SYNTHESIS,Double Jeopardy!
ART HEISTS,Double Jeopardy!
"""J"" PEG",Double Jeopardy!
BIG BOOKS,Final Jeopardy!
A SET OF CHINA,Jeopardy!
TALKING TURKEY,Jeopardy!
MICHAEL JORDAN,Jeopardy!
GEORGIA ON MY MIND,Jeopardy!
"""DEN""MARK",Jeopardy!
OMAHA'S HENRY DOORLY ZOO,Double Jeopardy!
PLACES IN SONG,Double Jeopardy!
FOR BETTER OR VERSE,Double Jeopardy!
"OH, ""MAN""!",Double Jeopardy!
BODY PARTS BY PREFIX,Double Jeopardy!
GOING TO THE DOGS,Final Jeopardy!
NAMES IN SPORTS,Jeopardy!
LET'S GRAB SOME SEAFOOD,Jeopardy!
"AN ""F"" IN HISTORY",Jeopardy!
ODD JOBS,Jeopardy!
13-LETTER WORDS,Jeopardy!
QUOTES FROM THE GODFATHER MOVIES,Double Jeopardy!
GEISHA GLOSSARY,Double Jeopardy!
AMERICAN RIVERS,Double Jeopardy!
THE KEYSTONE STATE,Jeopardy!
BOOB TUBE OFFSPRING,Jeopardy!
SIT ON IT!,Jeopardy!
QUOTABLE WOMEN,Jeopardy!
EDIBLE EUPHEMISMS,Jeopardy!
"SOLD ""AMERICAN""",Jeopardy!
LOS ANGELES,Double Jeopardy!
HOLLYWOOD,Double Jeopardy!
CENTURY CITY,Double Jeopardy!
WATTS,Double Jeopardy!
"""LONG"" BEACH",Double Jeopardy!
BEVERLY SILLS,Double Jeopardy!
MATERIALS,Final Jeopardy!
SNL ON FILM,Jeopardy!
AT THE HOSPITAL,Jeopardy!
"""OUT"" IS IN",Jeopardy!
REVIVALS,Double Jeopardy!
"THE ""IZ"" HAVE IT",Double Jeopardy!
1957,Jeopardy!
MOVIE TITLE TRANSLATIONS,Jeopardy!
YOU CAN COUNT ON PREFIXES,Jeopardy!
AROUND THE HORN,Jeopardy!
PASTA NAMES,Jeopardy!
"THAT IS SO ""P.C.""",Jeopardy!
NATIONAL HOCKEY LEAGUE,Double Jeopardy!
THE QUOTABLE MAO,Double Jeopardy!
BIG FISH,Double Jeopardy!
"A CATEGORY WITH ""FIN""s",Double Jeopardy!
ROCKS & MINERALS,Final Jeopardy!
17th CENTURY BRITISH HISTORY,Jeopardy!
GEO-PARTY,Jeopardy!
KICKIN' BRASS,Jeopardy!
GREEK GODS,Double Jeopardy!
"THE ""DI"" IS CAST",Double Jeopardy!
THE KING JAMES BIBLE,Final Jeopardy!
VISITING THE CITY,Jeopardy!
PANTS,Jeopardy!
CHILD ACTORS,Jeopardy!
LESSER-KNOWN SCIENTISTS,Jeopardy!
THE TRUTH LIES THEREIN,Jeopardy!
THE TRUMAN LIBRARY,Jeopardy!
"DO ""TELL""",Jeopardy!
BOTTOM OF THE NINTH,Jeopardy!
"IF YOU GROW IT, THEY WILL EAT",Jeopardy!
CHAMPAGNE MUSIC,Jeopardy!
SHALL WE GDANSK?,Jeopardy!
YOUR HITTITE PARADE,Double Jeopardy!
GRAY'S ANATOMY,Double Jeopardy!
CALIFORNIA DREAMIN',Double Jeopardy!
PULITZER PRIZE-WINNING PLAYS,Double Jeopardy!
FUN STUFF,Jeopardy!
"HARVARD, YALE, OR PRINCETON",Jeopardy!
"THE ""IV"" LEAGUE",Jeopardy!
THE NEW YORK TIMES BOOK REVIEW,Double Jeopardy!
COMPUTER NAMES,Double Jeopardy!
LOUNGING AT THE OPERA,Double Jeopardy!
BOOK NUMBERS,Jeopardy!
WHEN LIFE GIVES YOU LEMONS,Jeopardy!
NAME THAT PREZ,Jeopardy!
DRINKING VESSELS,Jeopardy!
HOCKEY,Jeopardy!
"WHAT THE ""ECK""",Jeopardy!
"MYTHOLO-""G""",Double Jeopardy!
TV SHOWS BY KIDS,Double Jeopardy!
"MULTIPLY BY 5, DIVIDE BY 2, ADD 3",Double Jeopardy!
SORRY ABOUT THAT,Double Jeopardy!
ECONOMIC TERMS,Jeopardy!
ISSUE NO. 1,Jeopardy!
THE 4 BEATLES,Jeopardy!
JOHN PAUL,Jeopardy!
GORGE,Jeopardy!
"""INGO""",Jeopardy!
HELLISH QUOTES,Double Jeopardy!
AT THE ANCIENT ROMAN CINEPLEX,Double Jeopardy!
"HUBBLE, HUBBLE, TOIL & TROUBLE",Double Jeopardy!
"MADAM, I'M ADAMS",Double Jeopardy!
"AMERICA""NA""",Double Jeopardy!
ONLY ONE VOWEL,Double Jeopardy!
POLITICALLY CORRECT POP CULTURE,Final Jeopardy!
PILGRIMS,Jeopardy!
HOW “SWEET” IT IS,Jeopardy!
FILLED UP,Jeopardy!
TV GOES TO WORK,Jeopardy!
“R” MOVIES,Double Jeopardy!
REALLY FOREIGN LANGUAGES,Double Jeopardy!
FEDERATIONS,Double Jeopardy!
WINGS,Jeopardy!
HOME IMPROVEMENT,Jeopardy!
MEN BEHAVING BADLY,Jeopardy!
3rd ROCK FROM THE SUN,Jeopardy!
"MAD ABOUT ""U""",Jeopardy!
WILLIAM WORDSWORTH,Double Jeopardy!
WILD PARTIES,Double Jeopardy!
1940S TV,Double Jeopardy!
SILENT MOVIES,Final Jeopardy!
COLLEGE AKA,Jeopardy!
GEEK LOVE,Jeopardy!
THE DA VINCI CODE,Jeopardy!
THE ACC,Jeopardy!
WE'VE GOT MORE PEOPLE THAN YOU!,Double Jeopardy!
CHARACTERS IN MUSICALS,Double Jeopardy!
SUPREME COURT REJECTS,Double Jeopardy!
PITHY QUOTES,Double Jeopardy!
"THE ""ACC""",Double Jeopardy!
BILLBOARD MAGAZINE,Final Jeopardy!
WAY BACK IN 1995,Jeopardy!
TV THE KIDS LOVE,Jeopardy!
THE SECOND,Jeopardy!
HIGH SCHOOLS,Double Jeopardy!
HIT TUNES,Double Jeopardy!
STATE LICENSE PLATES,Double Jeopardy!
"""CHAR""MED WORDS & PHRASES",Double Jeopardy!
WIDE WORLD OF SPORES,Jeopardy!
THE COMMISH,Jeopardy!
"""C""s THE DAY",Jeopardy!
BOUNCE,Jeopardy!
RHYMES WITH YELLOW,Jeopardy!
FOUND IN MONGOLIA,Jeopardy!
EXPLORERS OF THE NEW WORLD,Double Jeopardy!
SITCOM CITY SETTINGS,Double Jeopardy!
POPULAR POETS,Double Jeopardy!
CONGRESSIONAL GLOSSARY,Double Jeopardy!
MAESTROS,Double Jeopardy!
FOUND IN MONGOLIA,Double Jeopardy!
THE BRITISH ISLES,Final Jeopardy!
CHAPTERS IN THE WIZARD OF OZ,Jeopardy!
DEBUT ALBUMS,Jeopardy!
TALL U.S. BUILDINGS,Jeopardy!
PALINDROMIC NAMES,Jeopardy!
SEX CELLS!,Jeopardy!
"""ULA"" LA!",Jeopardy!
LET'S PLAY TEXAS HOLD-EM,Double Jeopardy!
THE DEAL,Double Jeopardy!
THE FLOP,Double Jeopardy!
THE TURN,Double Jeopardy!
THE RIVER,Double Jeopardy!
"THAT'S IT, I'M ""OUT""",Double Jeopardy!
FASHIONABLE NAMES,Jeopardy!
PARTY TIME,Jeopardy!
ENDORSEMENTS,Jeopardy!
MUSICAL GEOGRAPHY,Jeopardy!
THE HOLLYWOOD WALK OF FAME,Jeopardy!
CUTE ANIMALS,Double Jeopardy!
GIRL TALK,Double Jeopardy!
ACTORS,Double Jeopardy!
ROLLS,Double Jeopardy!
TV SITCOMS,Final Jeopardy!
KURDISH HISTORY,Jeopardy!
TV NUMBERS,Jeopardy!
FIRST NAME WORDS,Jeopardy!
PINKY,Jeopardy!
"""JAN""UARY",Double Jeopardy!
WRESTLING,Double Jeopardy!
A GEOGRAPHY LESSON,Double Jeopardy!
EAT YOUR FRUITS & VEGGIES,Double Jeopardy!
MUSICAL MASONS,Double Jeopardy!
CAPITAL CITIES,Jeopardy!
MOVIE OBJECTS,Jeopardy!
FOOD FESTIVALS,Jeopardy!
TAKE THE FIFTH,Jeopardy!
WORDS IN FEBRUARY,Jeopardy!
GRAPHIC NOVELS,Double Jeopardy!
"CLASS ""E""",Double Jeopardy!
PRESIDENTIAL ALMA MATERS,Double Jeopardy!
PORTRAIT OF WHOM?,Double Jeopardy!
I'M FEELIN' HAPPY!,Double Jeopardy!
OLYMPIC VENUES,Final Jeopardy!
CASEY AT THE BAT,Jeopardy!
THE 1600s,Jeopardy!
LAND IDAHO!,Jeopardy!
KEYBOARD NEIGHBORS,Jeopardy!
MEANINGFUL STAGE NAMES,Double Jeopardy!
WHERE'S THE PROBLEM?,Double Jeopardy!
"""SH""!",Double Jeopardy!
RUSSIAN COMPOSERS,Double Jeopardy!
THE FATHER OF HIS COUNTRY,Jeopardy!
NO LONGER AN OLYMPIC SPORT,Jeopardy!
LET'S GET GRAPHIC,Jeopardy!
THAT'S MISTER TO YOU,Jeopardy!
WHAT A TOOL,Jeopardy!
"YOU COULD PUT OUT AN ""I""",Jeopardy!
THE COUNTRY OF HIS FATHER,Double Jeopardy!
WOMEN,Double Jeopardy!
BIBLICAL PEOPLE,Double Jeopardy!
"FROM ""C"" TO SHINING ""C""",Double Jeopardy!
U.S. MILITARY MATTERS,Final Jeopardy!
"BIBLICAL CROSSWORD CLUES ""M""",Jeopardy!
1901-1910,Jeopardy!
DESIGNER NAMES,Jeopardy!
HMM... PRONOUN TROUBLE,Jeopardy!
THEY CALL ME MISTER...,Double Jeopardy!
LITERATURE SEQUELS?,Double Jeopardy!
STATE CAPITAL ATTRACTIONS,Double Jeopardy!
"""1"", ""2"", ""3""",Double Jeopardy!
GO!,Double Jeopardy!
FRANK LLOYD WRIGHT,Jeopardy!
WORLD ATHLETES,Jeopardy!
BEHOLD THE POWER OF CHEESE,Jeopardy!
LET'S GO TO THE PARK,Jeopardy!
STOCK ANSWERS,Jeopardy!
"POINTS OF ""LIGHT""",Jeopardy!
YOURS FOR A SONG,Double Jeopardy!
STICK OUT YOUR MOTHER TONGUE,Double Jeopardy!
"OH ""HOLY"" NIGHT",Double Jeopardy!
CSI: SHAKESPEARE,Jeopardy!
1970s NO. 1 HITS,Jeopardy!
FASHION SENSE,Jeopardy!
THE STAR-SPANGLED BANNER LYRICS,Jeopardy!
CIVIL WAR MILITARY LEADERS,Double Jeopardy!
LEND US THY VOICE,Double Jeopardy!
AN ORGAN-IC CATEGORY,Double Jeopardy!
"UP, UP & AWAY",Double Jeopardy!
RELATED WORDS,Double Jeopardy!
CHAMPIONSHIP SPORTS,Final Jeopardy!
30 YEARS' WAR CALL-IN,Jeopardy!
BAY WATCHING,Jeopardy!
"""I"" EXAM",Jeopardy!
THE MUSIC OF SOUND,Jeopardy!
AROUND THE OFFICE BUILDING,Double Jeopardy!
MINOR CLASSICS,Double Jeopardy!
MALCOLM IN THE MIDDLE,Double Jeopardy!
NUTRITION,Final Jeopardy!
CHILDRENS LITERATURE,Jeopardy!
"THE ""RH"" FACTOR",Jeopardy!
1973,Jeopardy!
“A” IN SCIENCE,Jeopardy!
OLD TESTAMENT,Jeopardy!
POLITICAL QUOTES,Double Jeopardy!
THE LONGEST,Double Jeopardy!
WHERE THINGS HAPPENED,Jeopardy!
"ENGLISH ""T""",Jeopardy!
POET-TREE,Jeopardy!
THE RED PLANET,Double Jeopardy!
THE BLACK SEA,Double Jeopardy!
THEY'VE GOT THE BLUES,Double Jeopardy!
EAT A GREEN THING,Double Jeopardy!
MR. OR MS. BROWN,Double Jeopardy!
SORTA RHYMES WITH PURPLE?,Double Jeopardy!
ACTS,Jeopardy!
CHRONICLES,Jeopardy!
THE BOOK OF RUTHS,Jeopardy!
THE KOSOVO SITUATION,Double Jeopardy!
PUBLIC RADIO,Double Jeopardy!
GHASTLY OPERATIC DEMISES,Double Jeopardy!
ON THE MONEY,Final Jeopardy!
TALKING ITALIAN,Jeopardy!
DECADES OF DISASTER,Jeopardy!
FOOD PREPARATION,Jeopardy!
TIPS ON NETWORKING,Jeopardy!
COSMOPOLITAN,Double Jeopardy!
A LURE,Double Jeopardy!
RED BOOK,Double Jeopardy!
WAITING FOR THE HAIRDRESSER,Double Jeopardy!
NICKELODEON KID'S CHOICE AWARDS 2002,Jeopardy!
ACTIVITIES,Jeopardy!
READING & 'RITING,Jeopardy!
'RITHMETIC,Jeopardy!
OH JOY! IT'S OPERA!,Double Jeopardy!
MOVIE STARS SPEAK,Double Jeopardy!
I MYTH YOU,Double Jeopardy!
THE DREADED SPELLING CATEGORY,Double Jeopardy!
STATE FACTS,Final Jeopardy!
TOUGH POTPOURRI,Jeopardy!
AUTHORS' NATIVE LANDS,Jeopardy!
"""GRAND"" CENTRAL",Jeopardy!
STATION,Jeopardy!
BIG NAMES IN SPORTS,Double Jeopardy!
NEAR EAST ANCIENT HISTORY,Double Jeopardy!
GRAMMAR SCHOOL,Double Jeopardy!
WORD HISTORIES,Final Jeopardy!
WHOSE LINE IS IT ANYWAY?,Jeopardy!
WORLD OF BEERS,Jeopardy!
PUBLISH,Jeopardy!
PARISH,Jeopardy!
DUTCH ROYALTY,Double Jeopardy!
2 OUT OF 3,Double Jeopardy!
"""C"" BIRDS",Double Jeopardy!
SINGING TV STARS,Double Jeopardy!
LAURELS,Jeopardy!
"""HEART""Y PHRASES",Jeopardy!
1909,Double Jeopardy!
CLASSICAL MYTHOLOGY,Double Jeopardy!
20th CENTURY OPERAS,Double Jeopardy!
WAYNE'S WORLD,Jeopardy!
JUST MARRIED,Jeopardy!
CHEMICAL ELEMENTS,Jeopardy!
THE THEATRE,Jeopardy!
"BOY, DO YOU NEED MAKE-UP!",Jeopardy!
ANIMAL VERBS,Jeopardy!
INDEPENDENCE DAY,Double Jeopardy!
THE BEVERLY HILLS PUBLIC LIBRARY,Double Jeopardy!
GRACELAND,Double Jeopardy!
THE PIANIST,Double Jeopardy!
WHAT ARE YOU AFRAID OF?,Double Jeopardy!
PHILATELY PHUN,Jeopardy!
PORTMANTEAU WORDS,Jeopardy!
WHAT THE DICKENS?,Jeopardy!
IT'S NOT THE MIAMI HEAT,Jeopardy!
IT'S THE HUMILITY,Jeopardy!
THE LONELY ISLAND,Double Jeopardy!
SONG OF THE SOUTH,Double Jeopardy!
HALOGENS,Double Jeopardy!
GRHYME TYME,Double Jeopardy!
TRUTH SEEKERS,Double Jeopardy!
RAILROADING 101,Double Jeopardy!
MODERN AMERICAN NOVELS,Final Jeopardy!
CURRENT MUSIC,Jeopardy!
A WORLD OF FOOD,Jeopardy!
HOLIDAY FILL IN THE BLANK,Jeopardy!
